P_START_LETTER,P_END_LETTER,TABLE_NAME,COLUMN_NAME,OBJECT_TYPE,DATA_TYPE,DATA_LENGTH,CHAR_LENGTH
C,E,CEL_NOTIFICATIONS,NOTIFICATION_TYPE,VIEW,VARCHAR2,120,30
C,E,CEL_NOTIFICATIONS,STATUS,VIEW,VARCHAR2,120,30
C,E,CEL_NOTIFICATIONS,PARAM1_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM2_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM3_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM4_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM5_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM6_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM7_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM8_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM9_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM10_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM11_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM12_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM13_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM14_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM15_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM16_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM17_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM18_VAL,VIEW,VARCHAR2,960,240
C,E,CEL_NOTIFICATIONS,PARAM19_VAL,VIEW,VARCHAR2,4000,2000
C,E,CEL_NOTIFICATIONS,PARAM20_VAL,VIEW,VARCHAR2,4000,2000
C,E,CEL_NOTIFICATIONS,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
C,E,CEL_NOTIFICATIONS,CREATED_BY,VIEW,VARCHAR2,256,64
C,E,CEL_NOTIFICATIONS,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
C,E,CEL_NOTIFICATIONS,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
C,E,CEL_NOTIFICATIONS,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
C,E,CEL_NOTIFICATIONS,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
C,E,CEL_POINTS_TRANSACTIONS,TRANSACTION_ID,VIEW,NUMBER,22,0
C,E,CEL_POINTS_TRANSACTIONS,TRANSACTION_CODE,VIEW,VARCHAR2,120,30
C,E,CEL_POINTS_TRANSACTIONS,PERSON_ID,VIEW,NUMBER,22,0
C,E,CEL_POINTS_TRANSACTIONS,OTHER_PERSON_ID,VIEW,NUMBER,22,0
C,E,CEL_POINTS_TRANSACTIONS,POINTS,VIEW,NUMBER,22,0
C,E,CEL_POINTS_TRANSACTIONS,POINTS_DATE,VIEW,DATE,7,0
C,E,CEL_POINTS_TRANSACTIONS,RECOGNITION_ID,VIEW,NUMBER,22,0
C,E,CEL_POINTS_TRANSACTIONS,PROGRAM_ID,VIEW,NUMBER,22,0
C,E,CEL_POINTS_TRANSACTIONS,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
C,E,CEL_POINTS_TRANSACTIONS,CREATED_BY,VIEW,VARCHAR2,256,64
C,E,CEL_POINTS_TRANSACTIONS,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
C,E,CEL_POINTS_TRANSACTIONS,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
C,E,CEL_POINTS_TRANSACTIONS,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
C,E,CEL_POINTS_TRANSACTIONS,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
C,E,CEL_POST_ELEMENTS,POST_ELEMENT_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS,RUN_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS,RECOGNITION_RUN_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS,PROGRAM_ELEMENT_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS,ELEMENT_TYPE_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS,INPUT_VALUE_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS,LEGISLATIVE_DATA_GROUP_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS,LEGISLATION_CODE,VIEW,VARCHAR2,120,30
C,E,CEL_POST_ELEMENTS,LEGAL_ENTITY_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS,INPUT_CURRENCY_CODE,VIEW,VARCHAR2,60,15
C,E,CEL_POST_ELEMENTS,VALUE,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS,POSTED_VALUE,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS,POSTING_DATE,VIEW,DATE,7,0
C,E,CEL_POST_ELEMENTS,POSTED_DATE,VIEW,DATE,7,0
C,E,CEL_POST_ELEMENTS,ELEMENT_ENTRY_VALUE_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS,MINIMUM_VALUE,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS,MAXIMUM_VALUE,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS,CREATED_BY,VIEW,VARCHAR2,256,64
C,E,CEL_POST_ELEMENTS,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
C,E,CEL_POST_ELEMENTS,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
C,E,CEL_POST_ELEMENTS,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
C,E,CEL_POST_ELEMENTS,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
C,E,CEL_POST_ELEMENTS_SEC,CREATED_BY,VIEW,VARCHAR2,256,64
C,E,CEL_POST_ELEMENTS_SEC,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
C,E,CEL_POST_ELEMENTS_SEC,ELEMENT_ENTRY_VALUE_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS_SEC,ELEMENT_TYPE_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS_SEC,INPUT_CURRENCY_CODE,VIEW,VARCHAR2,60,15
C,E,CEL_POST_ELEMENTS_SEC,INPUT_VALUE_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS_SEC,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
C,E,CEL_POST_ELEMENTS_SEC,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
C,E,CEL_POST_ELEMENTS_SEC,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
C,E,CEL_POST_ELEMENTS_SEC,LEGAL_ENTITY_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS_SEC,LEGISLATION_CODE,VIEW,VARCHAR2,120,30
C,E,CEL_POST_ELEMENTS_SEC,LEGISLATIVE_DATA_GROUP_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS_SEC,MAXIMUM_VALUE,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS_SEC,MINIMUM_VALUE,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS_SEC,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS_SEC,POSTED_DATE,VIEW,DATE,7,0
C,E,CEL_POST_ELEMENTS_SEC,POSTED_VALUE,VIEW,VARCHAR2,24,6
C,E,CEL_POST_ELEMENTS_SEC,POSTING_DATE,VIEW,DATE,7,0
C,E,CEL_POST_ELEMENTS_SEC,POST_ELEMENT_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS_SEC,PROGRAM_ELEMENT_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS_SEC,RECOGNITION_RUN_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS_SEC,RUN_ID,VIEW,NUMBER,22,0
C,E,CEL_POST_ELEMENTS_SEC,VALUE,VIEW,VARCHAR2,24,6
C,E,CEL_POST_RECOGNITIONS,RECOGNITION_RUN_ID,VIEW,NUMBER,22,0
