TABLE_NAME,COLUMN_NAME,OBJECT_TYPE,DATA_TYPE,DATA_LENGTH,CHAR_LENGTH
ANC_ABSENCE_AGREEMENTS_F,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
ANC_ABSENCE_AGREEMENTS_F,ANC_CHAR1,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ANC_CHAR2,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ANC_CHAR3,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ANC_CHAR4,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ANC_CHAR5,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ANC_NUMBER1,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ANC_NUMBER2,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ANC_NUMBER3,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ANC_NUMBER4,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ANC_NUMBER5,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ANC_DATE1,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ANC_DATE2,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ANC_DATE3,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ANC_DATE4,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ANC_DATE5,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,MODULE_ID,VIEW,VARCHAR2,128,32
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_CATEGORY,VIEW,VARCHAR2,120,30
ANC_ABSENCE_AGREEMENTS_F,INFORMATION1,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION2,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION3,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION4,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION5,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION6,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION7,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION8,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION9,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION10,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION11,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION12,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION13,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION14,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION15,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION16,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION17,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION18,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION19,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION20,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION21,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION22,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION23,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION24,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION25,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION26,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION27,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION28,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION29,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION30,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_CATEGORY,VIEW,VARCHAR2,120,30
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE1,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE2,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE3,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE4,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE5,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE6,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE7,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE8,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE9,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE10,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE11,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE12,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE13,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE14,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE15,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE16,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE17,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE18,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE19,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE20,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE21,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE22,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE23,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE24,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE25,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE26,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE27,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE28,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE29,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE30,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER2,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER1,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER3,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER4,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER5,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER6,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER7,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER8,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER9,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER10,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER11,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER12,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER13,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER14,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER15,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER16,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER17,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER18,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER19,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_NUMBER20,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_DATE1,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_DATE2,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_DATE3,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_DATE4,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_DATE5,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_DATE6,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_DATE7,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_DATE8,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_DATE9,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_DATE10,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_DATE11,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_DATE12,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_DATE13,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_DATE14,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,INFORMATION_DATE15,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER1,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER2,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER3,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER4,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER5,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER6,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER7,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER8,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER9,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER10,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER11,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER12,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER13,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER14,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER15,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER16,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER17,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER18,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER19,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_NUMBER20,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_DATE1,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_DATE2,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_DATE3,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_DATE4,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_DATE5,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_DATE6,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_DATE7,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_DATE8,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_DATE9,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_DATE10,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_DATE11,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_DATE12,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_DATE13,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_DATE14,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F,ATTRIBUTE_DATE15,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F_TL,ABSENCE_AGREEMENT_ID,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F_TL,ENTERPRISE_ID,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F_TL,LANGUAGE,VIEW,VARCHAR2,16,4
ANC_ABSENCE_AGREEMENTS_F_TL,EFFECTIVE_START_DATE,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F_TL,EFFECTIVE_END_DATE,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_F_TL,SOURCE_LANG,VIEW,VARCHAR2,16,4
ANC_ABSENCE_AGREEMENTS_F_TL,NAME,VIEW,VARCHAR2,960,240
ANC_ABSENCE_AGREEMENTS_F_TL,DESCRIPTION,VIEW,VARCHAR2,4000,2000
ANC_ABSENCE_AGREEMENTS_F_TL,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_F_TL,CREATED_BY,VIEW,VARCHAR2,256,64
ANC_ABSENCE_AGREEMENTS_F_TL,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
ANC_ABSENCE_AGREEMENTS_F_TL,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
ANC_ABSENCE_AGREEMENTS_F_TL,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
ANC_ABSENCE_AGREEMENTS_F_TL,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
ANC_ABSENCE_AGREEMENTS_F_TL,MODULE_ID,VIEW,VARCHAR2,128,32
ANC_ABSENCE_AGREEMENTS_VL,ABSENCE_AGREEMENT_ID,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_VL,ENTERPRISE_ID,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_VL,LEGISLATION_CODE,VIEW,VARCHAR2,120,30
ANC_ABSENCE_AGREEMENTS_VL,EFFECTIVE_START_DATE,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_VL,EFFECTIVE_END_DATE,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_VL,ANC_ABSENCE_AGREEMENTS_F_ALTCD,VIEW,VARCHAR2,960,240
ANC_ABSENCE_AGREEMENTS_VL,NAME,VIEW,VARCHAR2,960,240
ANC_ABSENCE_AGREEMENTS_VL,DESCRIPTION,VIEW,VARCHAR2,4000,2000
ANC_ABSENCE_AGREEMENTS_VL,LANGUAGE,VIEW,VARCHAR2,16,4
ANC_ABSENCE_AGREEMENTS_VL,MANAGEMENT_TYPE_CD,VIEW,VARCHAR2,960,240
ANC_ABSENCE_AGREEMENTS_VL,STATUS,VIEW,VARCHAR2,960,240
ANC_ABSENCE_AGREEMENTS_VL,PARTNER_RULE_CD,VIEW,VARCHAR2,120,30
ANC_ABSENCE_AGREEMENTS_VL,AGREEMENT_PATTERN_CD,VIEW,VARCHAR2,120,30
ANC_ABSENCE_AGREEMENTS_VL,LEG_GROUPING_CD,VIEW,VARCHAR2,120,30
ANC_ABSENCE_AGREEMENTS_VL,ABSENCE_TYPE_ID,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_VL,ELIGI_FORMULA_ID,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_VL,ELIGI_PROFILE_ID,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_VL,ELIGI_OVERRIDE_CD,VIEW,VARCHAR2,120,30
ANC_ABSENCE_AGREEMENTS_VL,ELIGI_RULE_CD,VIEW,VARCHAR2,120,30
ANC_ABSENCE_AGREEMENTS_VL,DENIAL_REASON_CD,VIEW,VARCHAR2,4000,4000
ANC_ABSENCE_AGREEMENTS_VL,WITHDRAW_REASON_CD,VIEW,VARCHAR2,4000,4000
ANC_ABSENCE_AGREEMENTS_VL,VALIDATION_FORMULA_ID,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_VL,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_VL,CREATED_BY,VIEW,VARCHAR2,256,64
ANC_ABSENCE_AGREEMENTS_VL,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
ANC_ABSENCE_AGREEMENTS_VL,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
ANC_ABSENCE_AGREEMENTS_VL,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
ANC_ABSENCE_AGREEMENTS_VL,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
ANC_ABSENCE_AGREEMENTS_VL,SOURCE_LANG,VIEW,VARCHAR2,16,4
ANC_ABSENCE_AGREEMENTS_VL,ANC_CHAR1,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,ANC_CHAR2,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,ANC_CHAR3,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,ANC_CHAR4,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,ANC_CHAR5,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,ANC_NUMBER1,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_VL,ANC_NUMBER2,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_VL,ANC_NUMBER3,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_VL,ANC_NUMBER4,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_VL,ANC_NUMBER5,VIEW,NUMBER,22,0
ANC_ABSENCE_AGREEMENTS_VL,ANC_DATE1,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_VL,ANC_DATE2,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_VL,ANC_DATE3,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_VL,ANC_DATE4,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_VL,ANC_DATE5,VIEW,DATE,7,0
ANC_ABSENCE_AGREEMENTS_VL,MODULE_ID,VIEW,VARCHAR2,128,32
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION_CATEGORY,VIEW,VARCHAR2,120,30
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION1,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION2,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION3,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION4,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION5,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION6,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION7,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION8,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION9,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION10,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION11,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION12,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION13,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION14,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION15,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION16,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION17,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION18,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION19,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION20,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION21,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION22,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION23,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION24,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION25,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION26,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION27,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION28,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION29,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,INFORMATION30,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,ATTRIBUTE_CATEGORY,VIEW,VARCHAR2,120,30
ANC_ABSENCE_AGREEMENTS_VL,ATTRIBUTE1,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,ATTRIBUTE2,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,ATTRIBUTE3,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,ATTRIBUTE4,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,ATTRIBUTE5,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,ATTRIBUTE6,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,ATTRIBUTE7,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,ATTRIBUTE8,VIEW,VARCHAR2,600,150
ANC_ABSENCE_AGREEMENTS_VL,ATTRIBUTE9,VIEW,VARCHAR2,600,150
