P_START_LETTER,P_END_LETTER,TABLE_NAME,COLUMN_NAME,OBJECT_TYPE,DATA_TYPE,DATA_LENGTH,CHAR_LENGTH
F,G,FAI_AGENT_TOPIC_MAPPINGS,AGENT_ID,VIEW,NUMBER,22,0
F,G,FAI_AGENT_TOPIC_MAPPINGS,AGENT_ID,VIEW,NUMBER,22,0
F,G,FAI_AGENT_TOPIC_MAPPINGS,TOPIC_ID,VIEW,NUMBER,22,0
F,G,FAI_AGENT_TOPIC_MAPPINGS,TOPIC_ID,VIEW,NUMBER,22,0
F,G,FAI_AGENT_TOPIC_MAPPINGS,SEED_DATA_SOURCE,VIEW,VARCHAR2,2048,512
F,G,FAI_AGENT_TOPIC_MAPPINGS,SEED_DATA_SOURCE,VIEW,VARCHAR2,2048,512
F,G,FAI_AGENT_TOPIC_MAPPINGS,ORA_SEED_SET1,VIEW,VARCHAR2,4,1
F,G,FAI_AGENT_TOPIC_MAPPINGS,ORA_SEED_SET1,VIEW,VARCHAR2,4,1
F,G,FAI_AGENT_TOPIC_MAPPINGS,ORA_SEED_SET2,VIEW,VARCHAR2,4,1
F,G,FAI_AGENT_TOPIC_MAPPINGS,ORA_SEED_SET2,VIEW,VARCHAR2,4,1
F,G,FAI_AGENT_TOPIC_MAPPINGS,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
F,G,FAI_AGENT_TOPIC_MAPPINGS,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
F,G,FAI_AGENT_TOPIC_MAPPINGS,CREATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_AGENT_TOPIC_MAPPINGS,CREATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_AGENT_TOPIC_MAPPINGS,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_AGENT_TOPIC_MAPPINGS,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_AGENT_TOPIC_MAPPINGS,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_AGENT_TOPIC_MAPPINGS,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_AGENT_TOPIC_MAPPINGS,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_AGENT_TOPIC_MAPPINGS,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_AGENT_TOPIC_MAPPINGS,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
F,G,FAI_AGENT_TOPIC_MAPPINGS,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,WORKFLOW_ID,VIEW,NUMBER,22,0
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,WORKFLOW_ID,VIEW,NUMBER,22,0
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,AGENT_ID,VIEW,NUMBER,22,0
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,AGENT_ID,VIEW,NUMBER,22,0
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,AGENT_TARGET_ID,VIEW,NUMBER,22,0
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,AGENT_TARGET_ID,VIEW,NUMBER,22,0
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,EDGE_ORDER,VIEW,NUMBER,22,0
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,EDGE_ORDER,VIEW,NUMBER,22,0
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,SEED_DATA_SOURCE,VIEW,VARCHAR2,2048,512
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,SEED_DATA_SOURCE,VIEW,VARCHAR2,2048,512
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,ORA_SEED_SET1,VIEW,VARCHAR2,4,1
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,ORA_SEED_SET1,VIEW,VARCHAR2,4,1
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,ORA_SEED_SET2,VIEW,VARCHAR2,4,1
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,ORA_SEED_SET2,VIEW,VARCHAR2,4,1
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,CREATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,CREATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
F,G,FAI_AGENT_WORKFLOW_MAPPINGS,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
F,G,FAI_APPLICATIONS,APPLICATION_ID,VIEW,NUMBER,22,0
F,G,FAI_APPLICATIONS,APPLICATION_ID,VIEW,NUMBER,22,0
F,G,FAI_APPLICATIONS,APPLICATION_NAME,VIEW,VARCHAR2,1200,300
F,G,FAI_APPLICATIONS,APPLICATION_NAME,VIEW,VARCHAR2,1200,300
F,G,FAI_APPLICATIONS,APPLICATION_CODE,VIEW,VARCHAR2,1200,300
F,G,FAI_APPLICATIONS,APPLICATION_CODE,VIEW,VARCHAR2,1200,300
F,G,FAI_APPLICATIONS,VERSION,VIEW,NUMBER,22,0
F,G,FAI_APPLICATIONS,VERSION,VIEW,NUMBER,22,0
F,G,FAI_APPLICATIONS,STATUS,VIEW,VARCHAR2,128,32
F,G,FAI_APPLICATIONS,STATUS,VIEW,VARCHAR2,128,32
F,G,FAI_APPLICATIONS,INTERNAL_NAME,VIEW,VARCHAR2,800,200
F,G,FAI_APPLICATIONS,INTERNAL_NAME,VIEW,VARCHAR2,800,200
F,G,FAI_APPLICATIONS,INTERNAL_DESCRIPTION,VIEW,VARCHAR2,4000,2000
F,G,FAI_APPLICATIONS,INTERNAL_DESCRIPTION,VIEW,VARCHAR2,4000,2000
F,G,FAI_APPLICATIONS,SPECIFICATION,VIEW,CLOB,4000,0
F,G,FAI_APPLICATIONS,SPECIFICATION,VIEW,CLOB,4000,0
F,G,FAI_APPLICATIONS,MODULE_ID,VIEW,VARCHAR2,128,32
F,G,FAI_APPLICATIONS,MODULE_ID,VIEW,VARCHAR2,128,32
F,G,FAI_APPLICATIONS,SEED_DATA_SOURCE,VIEW,VARCHAR2,2048,512
F,G,FAI_APPLICATIONS,SEED_DATA_SOURCE,VIEW,VARCHAR2,2048,512
F,G,FAI_APPLICATIONS,ORA_SEED_SET1,VIEW,VARCHAR2,4,1
F,G,FAI_APPLICATIONS,ORA_SEED_SET1,VIEW,VARCHAR2,4,1
F,G,FAI_APPLICATIONS,ORA_SEED_SET2,VIEW,VARCHAR2,4,1
F,G,FAI_APPLICATIONS,ORA_SEED_SET2,VIEW,VARCHAR2,4,1
F,G,FAI_APPLICATIONS,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
F,G,FAI_APPLICATIONS,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
F,G,FAI_APPLICATIONS,CREATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_APPLICATIONS,CREATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_APPLICATIONS,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_APPLICATIONS,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_APPLICATIONS,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_APPLICATIONS,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_APPLICATIONS,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_APPLICATIONS,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_APPLICATIONS,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
F,G,FAI_APPLICATIONS,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
F,G,FAI_CHANNEL_MANIFESTS,CHANNEL_MANIFEST_ID,VIEW,NUMBER,22,0
F,G,FAI_CHANNEL_MANIFESTS,CHANNEL_MANIFEST_CODE,VIEW,VARCHAR2,800,200
F,G,FAI_CHANNEL_MANIFESTS,TYPE,VIEW,VARCHAR2,80,20
F,G,FAI_CHANNEL_MANIFESTS,SHORT_NAME,VIEW,VARCHAR2,800,200
F,G,FAI_CHANNEL_MANIFESTS,FULL_NAME,VIEW,VARCHAR2,800,200
F,G,FAI_CHANNEL_MANIFESTS,SPECIFICATION,VIEW,CLOB,4000,0
F,G,FAI_CHANNEL_MANIFESTS,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
F,G,FAI_CHANNEL_MANIFESTS,CREATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_CHANNEL_MANIFESTS,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_CHANNEL_MANIFESTS,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_CHANNEL_MANIFESTS,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_CHANNEL_MANIFESTS,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
F,G,FAI_DEEP_LINKS_B,DEEP_LINK_ID,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_B,DEEP_LINK_ID,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_B,DEEP_LINK_CODE,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_B,DEEP_LINK_CODE,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_B,INTERNAL_NAME,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_B,INTERNAL_NAME,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_B,INTERNAL_DESCRIPTION,VIEW,VARCHAR2,4000,2000
F,G,FAI_DEEP_LINKS_B,INTERNAL_DESCRIPTION,VIEW,VARCHAR2,4000,2000
F,G,FAI_DEEP_LINKS_B,USAGE_TYPE,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_B,USAGE_TYPE,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_B,DESTINATION_URL,VIEW,VARCHAR2,4000,4000
F,G,FAI_DEEP_LINKS_B,DESTINATION_URL,VIEW,VARCHAR2,4000,4000
F,G,FAI_DEEP_LINKS_B,DEEP_LINK_PROPERTIES,VIEW,CLOB,4000,0
F,G,FAI_DEEP_LINKS_B,DEEP_LINK_PROPERTIES,VIEW,CLOB,4000,0
F,G,FAI_DEEP_LINKS_B,FAMILY,VIEW,VARCHAR2,320,80
F,G,FAI_DEEP_LINKS_B,FAMILY,VIEW,VARCHAR2,320,80
F,G,FAI_DEEP_LINKS_B,PRODUCT,VIEW,VARCHAR2,400,100
F,G,FAI_DEEP_LINKS_B,PRODUCT,VIEW,VARCHAR2,400,100
F,G,FAI_DEEP_LINKS_B,CREATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_B,CREATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_B,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_B,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_B,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_B,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_B,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_B,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_B,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
F,G,FAI_DEEP_LINKS_B,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
F,G,FAI_DEEP_LINKS_B,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_B,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_B,SEED_DATA_SOURCE,VIEW,VARCHAR2,2048,512
F,G,FAI_DEEP_LINKS_B,SEED_DATA_SOURCE,VIEW,VARCHAR2,2048,512
F,G,FAI_DEEP_LINKS_B,ORA_SEED_SET1,VIEW,VARCHAR2,4,1
F,G,FAI_DEEP_LINKS_B,ORA_SEED_SET1,VIEW,VARCHAR2,4,1
F,G,FAI_DEEP_LINKS_B,ORA_SEED_SET2,VIEW,VARCHAR2,4,1
F,G,FAI_DEEP_LINKS_B,ORA_SEED_SET2,VIEW,VARCHAR2,4,1
F,G,FAI_DEEP_LINKS_B,MODULE_ID,VIEW,VARCHAR2,128,32
F,G,FAI_DEEP_LINKS_B,MODULE_ID,VIEW,VARCHAR2,128,32
F,G,FAI_DEEP_LINKS_B_,DEEP_LINK_ID,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_B_,DEEP_LINK_ID,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_B_,DEEP_LINK_CODE,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_B_,DEEP_LINK_CODE,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_B_,INTERNAL_NAME,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_B_,INTERNAL_NAME,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_B_,INTERNAL_DESCRIPTION,VIEW,VARCHAR2,4000,2000
F,G,FAI_DEEP_LINKS_B_,INTERNAL_DESCRIPTION,VIEW,VARCHAR2,4000,2000
F,G,FAI_DEEP_LINKS_B_,USAGE_TYPE,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_B_,USAGE_TYPE,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_B_,DESTINATION_URL,VIEW,VARCHAR2,4000,4000
F,G,FAI_DEEP_LINKS_B_,DESTINATION_URL,VIEW,VARCHAR2,4000,4000
F,G,FAI_DEEP_LINKS_B_,DEEP_LINK_PROPERTIES,VIEW,CLOB,4000,0
F,G,FAI_DEEP_LINKS_B_,DEEP_LINK_PROPERTIES,VIEW,CLOB,4000,0
F,G,FAI_DEEP_LINKS_B_,FAMILY,VIEW,VARCHAR2,320,80
F,G,FAI_DEEP_LINKS_B_,FAMILY,VIEW,VARCHAR2,320,80
F,G,FAI_DEEP_LINKS_B_,PRODUCT,VIEW,VARCHAR2,400,100
F,G,FAI_DEEP_LINKS_B_,PRODUCT,VIEW,VARCHAR2,400,100
F,G,FAI_DEEP_LINKS_B_,CREATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_B_,CREATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_B_,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_B_,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_B_,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_B_,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_B_,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_B_,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_B_,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
F,G,FAI_DEEP_LINKS_B_,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
F,G,FAI_DEEP_LINKS_B_,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_B_,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_B_,SEED_DATA_SOURCE,VIEW,VARCHAR2,2048,512
F,G,FAI_DEEP_LINKS_B_,SEED_DATA_SOURCE,VIEW,VARCHAR2,2048,512
F,G,FAI_DEEP_LINKS_B_,MODULE_ID,VIEW,VARCHAR2,128,32
F,G,FAI_DEEP_LINKS_B_,MODULE_ID,VIEW,VARCHAR2,128,32
F,G,FAI_DEEP_LINKS_B_,AUDIT_ACTION_TYPE_,VIEW,VARCHAR2,40,10
F,G,FAI_DEEP_LINKS_B_,AUDIT_ACTION_TYPE_,VIEW,VARCHAR2,40,10
F,G,FAI_DEEP_LINKS_B_,AUDIT_CHANGE_BIT_MAP_,VIEW,VARCHAR2,4000,1000
F,G,FAI_DEEP_LINKS_B_,AUDIT_CHANGE_BIT_MAP_,VIEW,VARCHAR2,4000,1000
F,G,FAI_DEEP_LINKS_B_,AUDIT_IMPERSONATOR_,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_B_,AUDIT_IMPERSONATOR_,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_TL,DEEP_LINK_ID,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_TL,DEEP_LINK_ID,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_TL,NAME,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_TL,NAME,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_TL,DESCRIPTION,VIEW,VARCHAR2,4000,4000
F,G,FAI_DEEP_LINKS_TL,DESCRIPTION,VIEW,VARCHAR2,4000,4000
F,G,FAI_DEEP_LINKS_TL,MESSAGE,VIEW,VARCHAR2,4000,4000
F,G,FAI_DEEP_LINKS_TL,MESSAGE,VIEW,VARCHAR2,4000,4000
F,G,FAI_DEEP_LINKS_TL,CREATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_TL,CREATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_TL,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_TL,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_TL,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_TL,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_TL,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_TL,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_TL,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
F,G,FAI_DEEP_LINKS_TL,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
F,G,FAI_DEEP_LINKS_TL,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_TL,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_TL,SEED_DATA_SOURCE,VIEW,VARCHAR2,2048,512
F,G,FAI_DEEP_LINKS_TL,SEED_DATA_SOURCE,VIEW,VARCHAR2,2048,512
F,G,FAI_DEEP_LINKS_TL,ORA_SEED_SET1,VIEW,VARCHAR2,4,1
F,G,FAI_DEEP_LINKS_TL,ORA_SEED_SET1,VIEW,VARCHAR2,4,1
F,G,FAI_DEEP_LINKS_TL,ORA_SEED_SET2,VIEW,VARCHAR2,4,1
F,G,FAI_DEEP_LINKS_TL,ORA_SEED_SET2,VIEW,VARCHAR2,4,1
F,G,FAI_DEEP_LINKS_TL,SOURCE_LANG,VIEW,VARCHAR2,16,4
F,G,FAI_DEEP_LINKS_TL,SOURCE_LANG,VIEW,VARCHAR2,16,4
F,G,FAI_DEEP_LINKS_TL,LANGUAGE,VIEW,VARCHAR2,16,4
F,G,FAI_DEEP_LINKS_TL,LANGUAGE,VIEW,VARCHAR2,16,4
F,G,FAI_DEEP_LINKS_TL_,DEEP_LINK_ID,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_TL_,DEEP_LINK_ID,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_TL_,NAME,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_TL_,NAME,VIEW,VARCHAR2,800,200
F,G,FAI_DEEP_LINKS_TL_,DESCRIPTION,VIEW,VARCHAR2,4000,4000
F,G,FAI_DEEP_LINKS_TL_,DESCRIPTION,VIEW,VARCHAR2,4000,4000
F,G,FAI_DEEP_LINKS_TL_,MESSAGE,VIEW,VARCHAR2,4000,4000
F,G,FAI_DEEP_LINKS_TL_,MESSAGE,VIEW,VARCHAR2,4000,4000
F,G,FAI_DEEP_LINKS_TL_,CREATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_TL_,CREATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_TL_,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_TL_,CREATION_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_TL_,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_TL_,LAST_UPDATED_BY,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_TL_,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_TL_,LAST_UPDATE_DATE,VIEW,TIMESTAMP(6),11,0
F,G,FAI_DEEP_LINKS_TL_,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
F,G,FAI_DEEP_LINKS_TL_,LAST_UPDATE_LOGIN,VIEW,VARCHAR2,128,32
F,G,FAI_DEEP_LINKS_TL_,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_TL_,OBJECT_VERSION_NUMBER,VIEW,NUMBER,22,0
F,G,FAI_DEEP_LINKS_TL_,SEED_DATA_SOURCE,VIEW,VARCHAR2,2048,512
F,G,FAI_DEEP_LINKS_TL_,SEED_DATA_SOURCE,VIEW,VARCHAR2,2048,512
F,G,FAI_DEEP_LINKS_TL_,SOURCE_LANG,VIEW,VARCHAR2,16,4
F,G,FAI_DEEP_LINKS_TL_,SOURCE_LANG,VIEW,VARCHAR2,16,4
F,G,FAI_DEEP_LINKS_TL_,LANGUAGE,VIEW,VARCHAR2,16,4
F,G,FAI_DEEP_LINKS_TL_,LANGUAGE,VIEW,VARCHAR2,16,4
F,G,FAI_DEEP_LINKS_TL_,AUDIT_ACTION_TYPE_,VIEW,VARCHAR2,40,10
F,G,FAI_DEEP_LINKS_TL_,AUDIT_ACTION_TYPE_,VIEW,VARCHAR2,40,10
F,G,FAI_DEEP_LINKS_TL_,AUDIT_CHANGE_BIT_MAP_,VIEW,VARCHAR2,4000,1000
F,G,FAI_DEEP_LINKS_TL_,AUDIT_CHANGE_BIT_MAP_,VIEW,VARCHAR2,4000,1000
F,G,FAI_DEEP_LINKS_TL_,AUDIT_IMPERSONATOR_,VIEW,VARCHAR2,256,64
F,G,FAI_DEEP_LINKS_TL_,AUDIT_IMPERSONATOR_,VIEW,VARCHAR2,256,64
